http://138.59.11.192:999,VE,Valencia
http://138.59.10.112:999,VE,Unknown
http://186.167.112.91:999,VE,Unknown
http://200.59.186.176:999,VE,Unknown
http://38.172.160.16:999,VE,Unknown
http://200.59.191.235:999,VE,Unknown
http://45.230.169.129:999,VE,Unknown
http://190.97.239.56:999,VE,Unknown
http://190.97.254.250:999,VE,Unknown
http://190.94.232.138:999,VE,Unknown
http://190.97.230.146:999,VE,Unknown
http://190.97.228.234:999,VE,Unknown
http://190.97.232.249:999,VE,Unknown
http://200.59.186.177:999,VE,
http://138.118.200.49:999,VE,San Francisco
