http://124.105.198.250:8080,PH,Unknown
http://58.69.1.146:8082,PH,Unknown
http://122.3.103.17:8082,PH,Unknown
http://112.198.138.14:8082,PH,Unknown
http://161.49.215.28:10101,PH,Unknown
http://180.191.49.73:8090,PH,Unknown
http://124.105.36.193:8082,PH,Unknown
http://126.209.18.46:8082,PH,Unknown
http://126.209.17.228:8080,PH,Unknown
http://119.93.252.134:1452,PH,Unknown
http://27.49.68.66:9999,PH,Unknown
http://49.145.125.122:9999,PH,Unknown
http://8.212.177.126:8080,PH,Unknown
http://119.92.70.182:8181,PH,Unknown
http://49.151.180.43:8082,PH,Unknown
http://138.84.67.221:9999,PH,Unknown
http://58.69.209.71:8082,PH,Unknown
http://203.28.67.74:8080,PH,Unknown
http://195.86.215.2:3128,PH,Unknown
http://72.10.164.178:26133,PH,Unknown
http://8.220.188.140:8080,PH,Unknown
http://112.202.244.101:5050,PH,Unknown
http://8.220.149.222:8080,PH,Unknown
http://122.52.107.138:8082,PH,Unknown
http://67.43.228.250:29173,PH,Unknown
http://67.43.228.251:29173,PH,Unknown
