http://80.241.251.54:8080,GE,Unknown
http://47.56.110.204:8989,HK,Central
http://203.19.38.114:1080,CN,
http://46.35.9.110:80,FR,Courri?res
http://123.30.154.171:7777,VN,
http://154.65.39.7:80,SN,
http://203.81.75.202:8080,ZZ,Unknown
http://8.209.255.13:3128,JP,Unknown
http://47.91.65.23:3128,DE,Unknown
http://45.65.138.48:999,CO,Unknown
http://45.65.137.218:999,CO,Unknown
http://93.180.221.205:8080,IQ,Unknown
http://41.254.48.54:19333,LY,Unknown
http://97.74.87.226:80,ZZ,Unknown
http://36.94.232.177:3113,ID,Unknown
http://110.164.128.124:8080,TH,Unknown
http://103.172.42.81:8080,ID,Unknown
http://103.84.177.28:8083,PH,Unknown
http://185.138.120.109:8080,IQ,Unknown
http://37.140.51.159:80,RU,Unknown
http://93.177.126.79:8088,RU,Unknown
http://209.14.118.114:999,CO,Unknown
http://142.93.202.130:3128,US,North Bergen
http://14.224.218.210:8080,VN,Unknown
http://103.174.236.88:8080,ID,Unknown
http://103.189.197.117:3125,ID,Unknown
http://45.236.112.9:60399,BR,Unknown
http://190.7.138.78:8080,CO,Unknown
http://209.14.98.5:8080,CO,Unknown
http://180.211.94.50:8080,ID,Unknown
http://118.97.30.42:8099,ID,Unknown
http://187.251.224.167:8081,MX,Unknown
http://91.241.217.58:9090,UA,Unknown
http://212.127.95.235:8081,PL,Unknown
http://58.84.16.214:1231,MY,Unknown
http://203.175.126.229:8080,ID,Unknown
http://41.93.63.66:8080,TZ,Unknown
http://38.156.73.154:8080,ZZ,Unknown
http://157.66.16.52:8080,ID,Unknown
http://154.117.154.194:8080,ZA,Unknown
http://103.242.104.160:3128,ID,Unknown
http://103.171.255.188:8080,ID,Unknown
http://47.245.30.253:8080,JP,Unknown
http://190.119.90.114:8080,PE,Unknown
http://125.27.24.41:8080,TH,Unknown
http://119.93.87.65:8080,PH,Unknown
http://36.94.39.146:8080,ID,Unknown
http://203.95.199.7:8080,KH,Unknown
http://79.110.200.27:8000,PL,Unknown
http://103.51.205.168:8080,ID,Unknown
http://157.20.252.30:8080,ID,Unknown
http://177.234.217.42:999,EC,Unknown
http://154.0.14.116:3128,ZA,Unknown
http://177.234.217.43:999,EC,Unknown
http://91.236.74.10:8080,GR,Unknown
http://141.136.63.126:8080,VE,Unknown
http://102.207.128.3:8080,AO,Unknown
http://103.172.42.121:8086,ID,Unknown
http://8.213.151.128:3128,SG,
http://47.243.92.199:3128,HK,Unknown
http://47.91.104.88:3128,AE,Unknown
http://136.228.160.250:8080,ZZ,Unknown
http://20.27.15.49:8561,JP,Unknown
http://47.89.184.18:3128,US,Unknown
http://115.127.95.82:8080,BD,Unknown
http://103.147.134.179:8080,ID,Unknown
http://103.156.14.26:8080,ID,Unknown
http://170.245.132.85:999,PY,Unknown
http://103.157.83.231:8080,ID,Unknown
http://5.102.109.41:999,MX,Unknown
http://103.139.98.69:8080,ID,Unknown
http://189.196.18.150:999,MX,Unknown
http://157.15.190.32:8080,ZZ,Unknown
http://165.90.64.216:8080,MZ,Unknown
http://115.178.53.114:8080,ID,Unknown
http://203.190.117.100:8076,ID,Unknown
http://103.153.39.35:8083,PK,Unknown
http://160.251.142.232:80,ZZ,Unknown
http://103.156.75.215:9980,ID,Unknown
http://102.68.128.212:8080,LY,Unknown
http://190.145.227.114:999,CO,Unknown
http://45.4.202.170:999,EC,Unknown
http://103.155.198.253:8006,ID,Unknown
http://103.172.35.40:8080,ID,Unknown
http://103.188.169.160:7777,ID,Unknown
http://157.66.16.63:8181,ID,Unknown
http://85.208.200.185:8081,IT,Unknown
http://103.171.245.184:1080,ID,Unknown
http://36.138.53.26:10017,CN,Unknown
http://103.147.246.184:3127,ID,Unknown
http://103.191.254.134:8080,ID,Unknown
http://103.153.63.146:8080,ID,Unknown
http://181.174.231.26:999,CO,Unknown
http://187.61.98.7:8080,BR,Unknown
http://103.148.45.59:8080,ID,Unknown
http://200.10.31.202:999,CO,Unknown
http://103.160.182.125:8080,ID,Unknown
http://103.210.22.17:3128,SG,Unknown
http://80.78.128.94:8080,ES,Unknown
http://120.28.193.165:5050,PH,Unknown
http://190.121.4.157:999,CL,Unknown
http://85.117.61.74:8080,GE,Unknown
http://147.75.34.105:443,ZZ,Unknown
http://102.66.2.187:9999,ZA,Unknown
http://160.119.228.146:12354,ZA,Unknown
http://103.155.199.67:8080,ID,Unknown
http://103.65.237.92:5678,ID,Unknown
http://76.169.128.104:8080,US,Unknown
http://163.61.55.113:7777,ID,Unknown
http://115.247.115.38:8080,IN,Unknown
http://103.231.236.217:8182,ID,Unknown
http://180.191.23.171:8081,PH,Unknown
http://138.99.94.51:8080,BR,Unknown
http://45.230.170.30:999,VE,Unknown
http://192.203.0.210:999,PR,Unknown
http://27.147.131.122:8090,BD,Unknown
http://138.117.13.129:999,AR,Unknown
http://45.167.126.42:999,CO,Unknown
