socks5://134.199.159.23:1080,AU,Unknown
socks5://152.53.171.242:17860,AU,Unknown
socks5://152.53.171.242:19179,AU,Unknown
socks5://152.53.171.242:25283,AU,Unknown
socks5://152.53.171.242:11042,AU,Unknown
socks5://152.53.171.242:24067,AU,Unknown
socks5://152.53.171.242:12668,AU,Unknown
socks5://152.53.171.242:10921,AU,Unknown
socks5://152.53.171.242:17463,AU,Unknown
socks5://152.53.171.242:15395,AU,Unknown
socks5://152.53.171.242:22910,AU,Unknown
socks5://152.53.171.242:14085,AU,Unknown
socks5://152.53.171.242:25075,AU,Unknown
socks5://152.53.171.242:18499,AU,Unknown
http://114.111.151.41:443,AU,Unknown
http://47.243.181.85:41690,AU,Unknown
http://203.23.238.21:80,AU,Unknown
http://103.18.205.163:8080,AU,Unknown
http://139.99.237.62:80,AU,Sydney
