http://190.119.90.114:8080,PE,Unknown
http://38.158.83.233:999,PE,Unknown
http://201.230.15.57:999,PE,Unknown
http://38.183.182.17:999,PE,Unknown
http://38.158.83.161:999,PE,Unknown
http://190.119.132.62:80,PE,Lima
http://190.119.132.61:80,PE,Unknown
http://38.52.183.33:999,PE,Unknown
http://201.230.121.86:999,PE,Unknown
http://38.190.100.104:999,PE,Unknown
http://170.81.242.235:999,PE,Unknown
http://38.190.103.250:999,PE,Unknown
http://38.187.22.229:8080,PE,Unknown
http://38.43.158.7:8080,PE,Unknown
