socks5://154.197.69.137:1080,TH,Unknown
socks4://113.53.91.26:4153,TH,Unknown
http://96.30.79.84:8081,TH,Unknown
http://183.88.214.44:8080,TH,Unknown
http://183.88.212.184:8080,TH,Unknown
http://125.27.192.162:8081,TH,Unknown
http://125.26.4.219:8080,TH,Unknown
http://171.7.208.55:8080,TH,Unknown
http://203.150.128.124:8080,TH,Unknown
http://124.122.38.40:8080,TH,Unknown
http://125.24.145.3:8080,TH,Unknown
http://223.204.88.173:8080,TH,Unknown
http://58.136.171.223:8080,TH,Unknown
http://125.24.61.182:8080,TH,Unknown
http://49.49.40.38:8080,TH,Unknown
http://124.121.2.200:8080,TH,Unknown
http://49.49.147.53:8080,TH,Unknown
http://159.192.226.237:8080,TH,Unknown
socks4://203.156.190.5:5678,TH,Bangkok
