socks5://62.60.131.182:4115,CL,Unknown
socks5://62.60.131.182:4301,CL,Unknown
socks5://36.255.98.181:5642,CL,Unknown
socks5://36.255.98.161:4863,CL,Unknown
socks5://36.255.98.151:4523,CL,Unknown
socks5://62.60.131.180:4192,CL,Unknown
socks5://62.60.131.179:4173,CL,Unknown
socks5://62.60.131.181:4257,CL,Unknown
socks5://62.60.131.180:4057,CL,Unknown
socks5://62.60.131.196:4369,CL,Unknown
socks5://36.255.98.161:4073,CL,Unknown
http://152.230.215.123:443,CL,Unknown
http://45.225.207.182:999,CL,Unknown
http://204.199.140.27:999,CL,Unknown
http://72.10.164.178:3533,CL,Unknown
